property_id,price,property_subtype,province,locality_name,postal_code,latitude,longitude,living_area,surface_of_good,number_of_facades,kitchen_type,furnished,open_fire,terrace,terrace_area,garden,garden_area,swimming_pool,state_of_building
1093000,187500.0,APARTMENT,East Flanders,Dendermonde,9290,51.0504037,3.9750846,80.0,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
34349000,239000.0,APARTMENT,Brussels,Brussels,1030,,,60.0,,2.0,INSTALLED,0,0,1,2.0,0,0.0,0,AS_NEW
67287000,235000.0,APARTMENT,Antwerp,Antwerp,2180,51.277177,4.4114199,80.0,,,MISSING,0,0,0,0.0,0,0.0,0,JUST_RENOVATED
9311000,744000.0,APARTMENT,Brussels,Brussels,1150,50.8358174,4.4133345,133.0,,,INSTALLED,0,0,1,18.0,0,0.0,0,MISSING
73547000,165000.0,APARTMENT,West Flanders,Veurne,8660,51.100804,2.5946698,55.0,,2.0,MISSING,0,0,0,0.0,0,0.0,0,GOOD
76534000,178000.0,APARTMENT,Antwerp,Antwerp,2140,51.2104732,4.4474462,,,,INSTALLED,0,1,0,0.0,0,0.0,0,MISSING
10492000,209000.0,APARTMENT,East Flanders,Dendermonde,9280,51.0045732,4.1241344,114.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,,0,0.0,0,GOOD
61084000,540000.0,APARTMENT,Brussels,Brussels,1050,50.8200002,4.3875776,89.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,6.0,0,0.0,0,MISSING
0,300000.0,APARTMENT,Walloon Brabant,Nivelles,1348,50.670463,4.6075182,65.0,,,MISSING,0,1,0,0.0,0,0.0,0,MISSING
65505000,449000.0,APARTMENT,Liège,Waremme,4280,50.6675487,5.081166,140.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,20.0,1,1407.0,0,AS_NEW
29171000,269000.0,APARTMENT,Antwerp,Turnhout,2490,51.167023,5.1718056,115.0,,3.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,GOOD
22637000,159000.0,APARTMENT,Hainaut,Mons,7300,,,80.0,,2.0,INSTALLED,0,1,0,0.0,0,0.0,0,GOOD
14472000,455000.0,GROUND_FLOOR,Walloon Brabant,Nivelles,1310,,,107.0,,2.0,HYPER_EQUIPPED,0,0,1,15.0,0,0.0,0,MISSING
21572000,300000.0,SERVICE_FLAT,West Flanders,Veurne,8660,51.0949316,2.5678125,,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
69733000,350455.0,APARTMENT,Walloon Brabant,Nivelles,1400,,,88.0,,,MISSING,0,0,1,,0,0.0,0,MISSING
70189000,390000.0,APARTMENT,Antwerp,Antwerp,2160,51.1998815,4.5254868,115.0,,3.0,INSTALLED,0,0,0,0.0,1,160.0,0,AS_NEW
62524000,333000.0,APARTMENT,Namur,Namur,5030,50.5448811,4.7222182,91.0,,,NOT_INSTALLED,0,0,1,8.0,0,0.0,0,AS_NEW
37829000,385000.0,APARTMENT,Flemish Brabant,Leuven,3128,50.9973152,4.7518887,124.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,23.0,0,0.0,0,AS_NEW
13714000,250500.0,APARTMENT,Hainaut,Ath,7800,50.6261,3.7713863,84.0,,,INSTALLED,0,1,1,14.0,0,0.0,0,MISSING
25625000,465500.0,APARTMENT,West Flanders,Oostend,8400,51.218053,2.9319888,121.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
56178000,165000.0,APARTMENT,Antwerp,Antwerp,2660,51.185229,4.3640216,85.0,,2.0,INSTALLED,0,0,1,4.0,0,0.0,0,TO_BE_DONE_UP
64969000,345254.0,APARTMENT,East Flanders,Dendermonde,9260,,,121.0,,2.0,MISSING,0,0,1,33.0,0,0.0,0,MISSING
36761000,675000.0,APARTMENT,Antwerp,Turnhout,2350,,,193.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,41.0,0,0.0,0,AS_NEW
17478000,379800.0,APARTMENT,Hainaut,Thuin,6460,,,143.0,,2.0,MISSING,0,0,1,20.0,0,0.0,0,MISSING
62281000,225000.0,APARTMENT,Walloon Brabant,Nivelles,1390,,,80.0,,,SEMI_EQUIPPED,0,0,1,,0,0.0,0,TO_BE_DONE_UP
66157000,1195000.0,APARTMENT,West Flanders,Brugge,8300,51.3562368,3.3060836,89.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
47669000,193000.0,APARTMENT,Hainaut,Tournai,7600,,,96.0,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,AS_NEW
71531000,1145000.0,PENTHOUSE,West Flanders,Brugge,8300,,,158.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
71137000,318500.0,APARTMENT,Liège,Liège,4680,50.7095092,5.6217044,124.0,,4.0,MISSING,0,1,1,32.0,0,0.0,0,MISSING
22598000,140000.0,APARTMENT,West Flanders,Brugge,8370,51.3124837,3.1274099,60.0,,,MISSING,0,0,0,0.0,0,0.0,0,TO_RENOVATE
10980000,378500.0,APARTMENT,West Flanders,Brugge,8370,51.31131,3.12643,,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
13003000,2290000.0,APARTMENT,West Flanders,Brugge,8300,51.3550352,3.3013826,121.0,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,MISSING
29053000,330323.0,APARTMENT,Namur,Namur,5000,50.4663683,4.8714176,92.0,,,MISSING,0,0,1,14.0,0,0.0,0,AS_NEW
65351000,799000.0,APARTMENT,Liège,Liège,4000,50.6319817,5.5702416,312.0,,2.0,INSTALLED,0,0,1,17.0,0,0.0,0,MISSING
47408000,249000.0,APARTMENT,Hainaut,Charleroi,6000,,,300.0,,,MISSING,0,1,0,0.0,0,0.0,0,GOOD
70260000,575500.0,APARTMENT,West Flanders,Veurne,8670,51.1165098,2.6389917,92.0,,,MISSING,0,0,1,35.0,0,0.0,0,MISSING
58431000,350000.0,APARTMENT,Flemish Brabant,Halle-Vilvoorde,1860,50.9254917,4.3402733,110.0,,2.0,INSTALLED,0,1,0,0.0,0,0.0,0,TO_BE_DONE_UP
35199000,369000.0,GROUND_FLOOR,Antwerp,Turnhout,2200,,,136.0,,2.0,INSTALLED,0,1,1,10.0,1,19.0,0,MISSING
3269000,420000.0,APARTMENT,East Flanders,Sint-Niklaas,9140,51.1254303,4.2821176,118.0,,,USA_HYPER_EQUIPPED,0,0,1,33.0,0,0.0,0,GOOD
23975000,229000.0,APARTMENT,Brussels,Brussels,1080,50.8542145,4.3134556,85.0,,2.0,INSTALLED,0,0,1,,0,0.0,0,GOOD
48801000,292640.0,APARTMENT,Limburg,Tongeren,3840,50.8099512,5.3400598,123.0,,,MISSING,0,0,1,12.0,0,0.0,0,AS_NEW
42322000,327000.0,APARTMENT,East Flanders,Aalst,9470,50.8892977,4.06396,,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
20522000,95000.0,APARTMENT,Hainaut,Charleroi,6000,50.4125074,4.4472477,87.0,,,INSTALLED,0,1,1,5.0,0,0.0,0,GOOD
37763000,329000.0,APARTMENT,West Flanders,Brugge,8000,51.2042447,3.2139012,,,,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,MISSING
23148000,219000.0,APARTMENT,East Flanders,Sint-Niklaas,9160,51.107298,3.9018143,110.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
26801000,2250000.0,GROUND_FLOOR,Brussels,Brussels,1180,,,318.0,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,GOOD
53839000,110000.0,APARTMENT,West Flanders,Brugge,8370,51.3067011,3.139961,,,,MISSING,0,0,0,0.0,0,0.0,0,TO_RENOVATE
24952000,260165.0,APARTMENT,Antwerp,Mechelen,2500,51.1251815,4.5834699,89.0,,,MISSING,0,0,1,9.0,0,0.0,0,AS_NEW
19714000,421000.0,APARTMENT,Limburg,Hasselt,3500,50.9371591,5.3355347,120.0,,,MISSING,0,0,1,50.0,0,0.0,0,MISSING
55379000,195000.0,APARTMENT,Brussels,Brussels,1080,50.8546459,4.303382,122.0,,2.0,INSTALLED,0,0,1,18.0,0,0.0,0,TO_BE_DONE_UP
61755000,140000.0,APARTMENT,West Flanders,Veurne,8660,51.0978222,2.5917275,50.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
6786000,530000.0,DUPLEX,West Flanders,Veurne,8670,51.1049429,2.6508017,121.0,,2.0,MISSING,0,0,1,23.0,0,0.0,0,GOOD
10104000,365000.0,APARTMENT,West Flanders,Roeselare,8870,50.9243199,3.2246808,109.0,,,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,GOOD
20896000,119000.0,APARTMENT,Antwerp,Antwerp,2100,51.2340719,4.4687388,48.0,,2.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,MISSING
5094000,235000.0,DUPLEX,Limburg,Hasselt,3550,51.0163572,5.2846232,119.0,,,MISSING,0,0,1,,0,0.0,0,GOOD
67250000,260000.0,APARTMENT,East Flanders,Gent,9000,51.0539067,3.7178208,55.0,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
27431000,250000.0,APARTMENT,Brussels,Brussels,1090,50.8827277,4.3212488,97.0,,3.0,INSTALLED,0,0,1,10.0,0,0.0,0,GOOD
52902000,250000.0,APARTMENT,West Flanders,Oostend,8430,51.1847921,2.8123963,63.0,,2.0,INSTALLED,0,1,1,19.0,0,0.0,0,MISSING
65282000,172000.0,APARTMENT,Limburg,Maaseik,3960,51.1433651,5.6002735,,,,MISSING,0,0,0,0.0,0,0.0,0,AS_NEW
35096000,99900.0,APARTMENT,Liège,Verviers,4820,50.6059654,5.8562177,82.0,,2.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,GOOD
51571000,199000.0,APARTMENT,Antwerp,Antwerp,2180,51.2815091,4.4119628,,,2.0,MISSING,0,0,1,1.0,0,0.0,0,GOOD
72918000,110000.0,APARTMENT,Hainaut,Mons,7021,50.4608583,4.0475271,62.0,,,INSTALLED,0,0,1,1.0,0,0.0,0,GOOD
6139000,214000.0,APARTMENT,Antwerp,Antwerp,2630,51.1382839,4.383429,80.0,,3.0,INSTALLED,0,0,1,4.0,0,0.0,0,GOOD
58816000,452500.0,APARTMENT,Flemish Brabant,Leuven,3118,50.9716323,4.6934308,123.0,,3.0,INSTALLED,0,1,1,19.0,0,0.0,0,MISSING
9040000,429930.0,PENTHOUSE,Liège,Liège,4130,50.5305179,5.5739073,110.0,,,NOT_INSTALLED,0,0,1,33.0,0,0.0,0,MISSING
78601000,265000.0,APARTMENT,West Flanders,Oostend,8434,51.168678,2.7759832,76.0,,,MISSING,0,0,1,12.0,0,0.0,0,MISSING
21257000,350455.0,APARTMENT,Walloon Brabant,Nivelles,1400,,,91.0,,,MISSING,0,0,1,,0,0.0,0,MISSING
55145000,215000.0,APARTMENT,Hainaut,Ath,7800,50.6390239,3.7862119,85.0,,,MISSING,0,0,1,10.0,0,0.0,0,MISSING
40768000,305000.0,APARTMENT,Namur,Namur,5000,50.4672459,4.8639064,86.0,,4.0,USA_INSTALLED,0,0,1,10.0,0,0.0,0,MISSING
8940000,349000.0,APARTMENT,East Flanders,Sint-Niklaas,9100,51.1655973,4.141775,179.0,,,INSTALLED,0,1,0,0.0,0,0.0,0,MISSING
57358000,309000.0,APARTMENT,West Flanders,Veurne,8660,51.1029956,2.5914585,85.0,,,MISSING,0,0,1,13.0,0,0.0,0,GOOD
35584000,215000.0,APARTMENT,Antwerp,Antwerp,2100,51.2120565,4.4598665,110.0,,3.0,INSTALLED,0,0,1,3.0,0,0.0,0,GOOD
78324000,457500.0,DUPLEX,Antwerp,Mechelen,2801,,,136.0,,,INSTALLED,0,1,1,16.0,0,0.0,0,MISSING
75972000,261990.0,APARTMENT,West Flanders,Kortrijk,8530,50.8296296,3.3062737,89.0,,,MISSING,0,0,1,17.0,0,0.0,0,AS_NEW
17878000,475000.0,APARTMENT,West Flanders,Oostend,8430,51.1880828,2.8157004,149.0,,2.0,INSTALLED,0,1,0,0.0,0,0.0,0,GOOD
7835000,345450.0,APARTMENT,East Flanders,Aalst,9300,50.9344664,4.0478825,91.0,,,MISSING,0,0,1,17.0,0,0.0,0,MISSING
72916000,342202.0,APARTMENT,Walloon Brabant,Nivelles,1380,,,77.0,,,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,AS_NEW
67125000,699000.0,PENTHOUSE,Antwerp,Antwerp,2600,51.1791956,4.4413237,171.0,,,INSTALLED,0,0,1,49.0,1,1840.0,0,GOOD
38721000,332000.0,APARTMENT,West Flanders,Kortrijk,8520,50.8558308,3.2877762,104.0,,,MISSING,0,0,1,17.0,0,0.0,0,MISSING
4313000,164900.0,APARTMENT,East Flanders,Oudenaarde,9600,50.7368669,3.5890316,70.0,,2.0,HYPER_EQUIPPED,0,1,1,7.0,0,0.0,0,MISSING
73093000,388750.0,APARTMENT,East Flanders,Dendermonde,9220,51.0893257,4.139868,126.0,,,HYPER_EQUIPPED,0,0,1,16.0,1,111.0,0,MISSING
76931000,352300.0,APARTMENT,West Flanders,Veurne,8660,51.0964475,2.589268,89.0,,,MISSING,0,0,1,7.0,0,0.0,0,MISSING
51874000,290000.0,FLAT_STUDIO,Brussels,Brussels,1000,50.8558275,4.3486442,54.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,5.0,0,0.0,0,AS_NEW
1504000,199700.0,APARTMENT,Hainaut,Ath,7800,50.6272346,3.7847119,76.0,,,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,MISSING
8802000,449000.0,APARTMENT,East Flanders,Sint-Niklaas,9100,51.1500016,4.1298787,100.0,,,INSTALLED,0,0,1,10.0,0,0.0,0,GOOD
55867000,485000.0,APARTMENT,Antwerp,Antwerp,2000,51.2150119,4.4127816,65.0,,,HYPER_EQUIPPED,1,0,1,8.0,0,0.0,0,AS_NEW
28348000,265000.0,FLAT_STUDIO,Brussels,Brussels,1000,,,54.0,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
31119000,340769.0,APARTMENT,Flemish Brabant,Leuven,3210,50.8785592,4.8235591,86.0,,,INSTALLED,0,0,1,18.0,0,0.0,0,GOOD
54812000,581290.0,PENTHOUSE,Flemish Brabant,Leuven,3120,50.9913209,4.7494688,144.0,,4.0,USA_HYPER_EQUIPPED,0,0,1,82.0,0,0.0,0,MISSING
57580000,219900.0,SERVICE_FLAT,West Flanders,Brugge,8000,51.2267678,3.1986819,,,,INSTALLED,0,0,0,0.0,0,0.0,0,AS_NEW
19171000,666410.0,APARTMENT,East Flanders,Gent,9000,51.0499226,3.7238132,92.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,AS_NEW
62040000,184000.0,FLAT_STUDIO,Flemish Brabant,Leuven,3001,,,,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
41424000,799500.0,DUPLEX,Walloon Brabant,Nivelles,1410,,,135.0,,3.0,HYPER_EQUIPPED,0,0,1,27.0,1,199.0,0,AS_NEW
76360000,1995000.0,APARTMENT,West Flanders,Brugge,8300,51.3459326,3.2628827,125.0,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
74556000,215000.0,FLAT_STUDIO,Brussels,Brussels,1070,,,51.0,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,MISSING
5326000,298000.0,APARTMENT,East Flanders,Aalst,9340,50.9687296,3.9871045,93.0,,3.0,HYPER_EQUIPPED,0,0,1,31.0,0,0.0,0,AS_NEW
63164000,240000.0,DUPLEX,Liège,Liège,4020,50.6449506,5.5902483,107.0,,,MISSING,0,0,0,0.0,0,0.0,0,JUST_RENOVATED
6054000,224500.0,GROUND_FLOOR,Liège,Liège,4920,50.4736294,5.6680209,70.0,,,MISSING,0,0,1,11.0,1,28.0,0,AS_NEW
37453000,326000.0,PENTHOUSE,Brussels,Brussels,1000,50.8427501,4.3515499,81.0,,3.0,USA_INSTALLED,0,0,1,6.0,0,0.0,0,MISSING
49573000,305900.0,APARTMENT,Namur,Namur,5640,50.314189,4.6614885,102.0,,4.0,MISSING,0,1,1,9.0,0,0.0,0,MISSING
10673000,229000.0,APARTMENT,West Flanders,Kortrijk,8530,50.8312949,3.3180274,,,,INSTALLED,0,0,1,1.0,0,0.0,0,MISSING
30658000,230000.0,APARTMENT,Hainaut,Mons,7000,50.46155,3.9949,95.0,,,MISSING,0,0,1,8.0,0,0.0,0,MISSING
76162000,235000.0,APARTMENT,Brussels,Brussels,1030,50.8639288,4.3673364,90.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
32917000,279000.0,APARTMENT,Antwerp,Antwerp,2240,51.2134013,4.6565528,83.0,,,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,MISSING
9593000,285000.0,APARTMENT,Liège,Verviers,4802,50.5836377,5.8554072,91.0,,4.0,NOT_INSTALLED,0,0,1,15.0,0,0.0,0,MISSING
25971000,399000.0,APARTMENT,East Flanders,Sint-Niklaas,9120,51.2088689,4.2585928,106.0,,,MISSING,0,0,1,16.0,0,0.0,0,MISSING
28153000,215000.0,APARTMENT,Hainaut,Charleroi,7160,50.4424024,4.298692,90.0,,,INSTALLED,0,0,0,0.0,0,0.0,0,AS_NEW
69508000,925000.0,PENTHOUSE,Brussels,Brussels,1060,50.8325162,4.3538998,200.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,,0,0.0,0,AS_NEW
31664000,420000.0,APARTMENT,West Flanders,Brugge,8000,51.2173838,3.206071,85.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
76295000,110000.0,APARTMENT,West Flanders,Brugge,8370,51.316367,3.1328267,50.0,,2.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,GOOD
49664000,245000.0,APARTMENT,Brussels,Brussels,1000,50.8536832,4.3515637,65.0,,2.0,MISSING,0,0,0,0.0,0,0.0,0,TO_BE_DONE_UP
23233000,364750.0,APARTMENT,West Flanders,Brugge,8370,,,100.0,,,MISSING,0,0,0,0.0,0,0.0,0,MISSING
53572000,407000.0,APARTMENT,Walloon Brabant,Nivelles,1400,,,118.0,,4.0,INSTALLED,0,0,1,18.0,0,0.0,0,AS_NEW
61184000,225000.0,DUPLEX,Flemish Brabant,Halle-Vilvoorde,1853,50.9122932,4.3464062,60.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
16606000,235000.0,APARTMENT,Limburg,Tongeren,3700,50.7846647,5.4750557,94.0,,,MISSING,0,0,1,7.0,0,0.0,0,MISSING
39794000,275000.0,APARTMENT,East Flanders,Oudenaarde,9700,50.8517786,3.595366,86.0,,4.0,INSTALLED,0,0,1,4.0,0,0.0,0,AS_NEW
74841000,307365.0,APARTMENT,Antwerp,Turnhout,2230,51.0512266,4.8813545,101.0,,2.0,HYPER_EQUIPPED,0,0,1,20.0,0,0.0,0,AS_NEW
60558000,305000.0,APARTMENT,Liège,Verviers,4731,50.6921704,6.0834561,82.0,,,INSTALLED,0,0,0,0.0,0,0.0,0,MISSING
27700000,345000.0,GROUND_FLOOR,Antwerp,Antwerp,2240,51.2198715,4.6704367,93.0,,4.0,USA_INSTALLED,0,0,1,,1,60.0,0,AS_NEW
643000,325000.0,GROUND_FLOOR,Antwerp,Antwerp,2640,51.1788217,4.4461098,115.0,,2.0,INSTALLED,0,1,1,13.0,1,40.0,0,GOOD
14283000,110000.0,APARTMENT,Luxembourg,Neufchâteau,6800,49.9184755,5.3774976,41.0,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,MISSING
76293000,350000.0,GROUND_FLOOR,Limburg,Hasselt,3510,50.9436714,5.2783265,117.0,,2.0,MISSING,0,0,1,,0,0.0,0,GOOD
37495000,240000.0,APARTMENT,East Flanders,Aalst,9340,50.9695744,3.9871688,75.0,,,MISSING,0,0,1,19.0,0,0.0,0,MISSING
50005000,275000.0,APARTMENT,West Flanders,Veurne,8670,51.11049,2.6109166,85.0,,2.0,MISSING,1,0,0,0.0,0,0.0,0,MISSING
68809000,585000.0,APARTMENT,West Flanders,Brugge,8300,51.3455053,3.2877366,72.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
52105000,314500.0,APARTMENT,Luxembourg,Neufchâteau,6880,,,114.0,,,MISSING,0,0,1,9.0,0,0.0,0,AS_NEW
31428000,385000.0,APARTMENT,West Flanders,Brugge,8000,51.2170917,3.2029822,81.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
63010000,145000.0,APARTMENT,West Flanders,Veurne,8660,51.0983883,2.5917557,49.0,,1.0,MISSING,0,0,0,0.0,0,0.0,0,GOOD
64726000,785700.0,APARTMENT,Antwerp,Antwerp,2000,51.2216914,4.4168131,162.0,,2.0,HYPER_EQUIPPED,0,0,1,16.0,0,0.0,0,AS_NEW
5412000,398500.0,APARTMENT,Antwerp,Antwerp,2640,51.164243,4.4543221,120.0,,2.0,MISSING,0,0,1,8.0,0,0.0,0,AS_NEW
73063000,490000.0,GROUND_FLOOR,Brussels,Brussels,1180,50.785578,4.3213031,139.0,,4.0,HYPER_EQUIPPED,0,0,0,0.0,1,125.0,0,AS_NEW
48116000,185000.0,APARTMENT,Antwerp,Antwerp,2600,51.1966338,4.4373612,55.0,,2.0,SEMI_EQUIPPED,0,1,1,,0,0.0,0,AS_NEW
22358000,240600.0,APARTMENT,West Flanders,Kortrijk,8570,50.8339332,3.3918088,78.0,,,MISSING,0,0,1,11.0,0,0.0,0,GOOD
25457000,472300.0,PENTHOUSE,Antwerp,Antwerp,2050,51.2189496,4.3638432,121.0,,,INSTALLED,0,0,1,23.0,0,0.0,0,MISSING
20403000,1990000.0,PENTHOUSE,Brussels,Brussels,1180,,,241.0,,3.0,HYPER_EQUIPPED,0,0,1,169.0,0,0.0,0,AS_NEW
44196000,175000.0,GROUND_FLOOR,Antwerp,Antwerp,2020,51.1866718,4.3756258,60.0,,2.0,INSTALLED,0,0,1,20.0,0,0.0,0,MISSING
2103000,409000.0,GROUND_FLOOR,Brussels,Brussels,1200,50.8515792,4.4408888,92.0,,2.0,USA_HYPER_EQUIPPED,0,0,0,0.0,1,12.0,0,AS_NEW
2945000,304000.0,APARTMENT,Antwerp,Turnhout,2300,51.3230942,4.9479977,104.0,,2.0,MISSING,0,0,1,52.0,0,0.0,0,MISSING
77839000,339500.0,GROUND_FLOOR,Antwerp,Turnhout,2400,,,99.0,,,MISSING,0,0,1,31.0,0,0.0,0,MISSING
33980000,127500.0,APARTMENT,West Flanders,Brugge,8380,51.3283766,3.2022535,,,,MISSING,1,0,0,0.0,0,0.0,0,AS_NEW
79054000,405000.0,APARTMENT,West Flanders,Veurne,8660,51.1010718,2.5933902,114.0,,,MISSING,0,0,1,26.0,0,0.0,0,GOOD
44324000,157000.0,KOT,Antwerp,Antwerp,2060,51.2330073,4.4239357,24.0,,,MISSING,0,0,0,0.0,0,0.0,0,GOOD
61696000,4750000.0,APARTMENT,West Flanders,Brugge,8300,51.3546943,3.299314,149.0,,2.0,USA_HYPER_EQUIPPED,0,0,1,9.0,0,0.0,1,AS_NEW
24337000,495000.0,APARTMENT,Limburg,Hasselt,3800,50.8152967,5.1855163,100.0,,,INSTALLED,0,0,1,24.0,0,0.0,0,MISSING
24069000,255000.0,GROUND_FLOOR,East Flanders,Dendermonde,9200,51.0391196,4.1484365,78.0,,,INSTALLED,0,0,1,,0,0.0,0,GOOD
65220000,195000.0,APARTMENT,Hainaut,Tournai,7500,50.6129029,3.3919055,138.0,,3.0,MISSING,0,0,1,8.0,0,0.0,0,GOOD
43953000,272455.0,APARTMENT,Namur,Namur,5000,,,91.0,,,MISSING,0,0,1,18.0,1,32.0,0,AS_NEW
74763000,599000.0,APARTMENT,West Flanders,Brugge,8000,51.2232456,3.2370482,143.0,,3.0,INSTALLED,0,0,1,37.0,0,0.0,0,AS_NEW
7820000,306250.0,SERVICE_FLAT,Limburg,Hasselt,3500,50.9327262,5.339607,60.0,,,MISSING,0,0,1,18.0,0,0.0,0,MISSING
17548000,280000.0,APARTMENT,Brussels,Brussels,1050,50.8191297,4.3833548,65.0,,,HYPER_EQUIPPED,0,0,1,12.0,0,0.0,0,AS_NEW
68964000,352500.0,APARTMENT,Flemish Brabant,Halle-Vilvoorde,1932,50.8461321,4.4383101,82.0,,,MISSING,0,0,1,6.0,0,0.0,0,MISSING
39626000,265000.0,APARTMENT,West Flanders,Oostend,8400,51.2227066,2.9044783,90.0,,3.0,MISSING,0,0,1,12.0,0,0.0,0,GOOD
59899000,449000.0,APARTMENT,West Flanders,Oostend,8400,51.2224971,2.9191662,107.0,,,MISSING,0,0,1,,0,0.0,0,GOOD
35631000,195000.0,APARTMENT,Liège,Liège,4430,50.656993,5.521761,67.0,,,INSTALLED,0,0,0,0.0,0,0.0,0,MISSING
42697000,189000.0,FLAT_STUDIO,Limburg,Hasselt,3800,50.8084615,5.1816711,135.0,,2.0,SEMI_EQUIPPED,0,1,1,45.0,0,0.0,0,TO_RENOVATE
5225000,221700.0,APARTMENT,Limburg,Hasselt,3581,,,84.0,,,MISSING,0,0,1,11.0,0,0.0,0,AS_NEW
49714000,416000.0,APARTMENT,Flemish Brabant,Leuven,3000,50.8866641,4.7040794,113.0,,2.0,INSTALLED,0,1,1,9.0,0,0.0,0,MISSING
64809000,160000.0,APARTMENT,Hainaut,Mons,7380,,,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,GOOD
71840000,209000.0,APARTMENT,Antwerp,Antwerp,2100,51.2056642,4.4705147,85.0,,,INSTALLED,0,0,1,8.0,0,0.0,0,GOOD
13694000,365000.0,APARTMENT,Brussels,Brussels,1180,50.7888268,4.3448855,98.0,,3.0,SEMI_EQUIPPED,0,0,1,28.0,0,0.0,0,AS_NEW
74409000,299000.0,APARTMENT,Luxembourg,Arlon,6700,49.6923475,5.8072139,86.0,,2.0,INSTALLED,0,0,1,10.0,1,23.0,0,MISSING
45845000,389000.0,APARTMENT,Brussels,Brussels,1180,50.806425,4.3578413,120.0,,,MISSING,0,1,0,0.0,0,0.0,0,MISSING
51943000,339000.0,APARTMENT,East Flanders,Sint-Niklaas,9120,51.2064495,4.2584487,70.0,,4.0,HYPER_EQUIPPED,0,0,1,16.0,0,0.0,0,AS_NEW
14433000,249000.0,APARTMENT,Liège,Liège,4100,50.6123076,5.5126593,86.0,,,MISSING,0,1,1,40.0,0,0.0,0,MISSING
16736000,218000.0,APARTMENT,Liège,Verviers,4800,50.5964716,5.8772927,109.0,,,MISSING,0,0,1,19.0,0,0.0,0,MISSING
56223000,349000.0,GROUND_FLOOR,Walloon Brabant,Nivelles,1470,,,110.0,,,HYPER_EQUIPPED,0,1,1,31.0,1,578.0,0,AS_NEW
77408000,270000.0,APARTMENT,Namur,Namur,5100,,,93.0,,2.0,INSTALLED,0,0,1,11.0,0,0.0,0,MISSING
42462000,985000.0,GROUND_FLOOR,West Flanders,Brugge,8300,51.350236,3.2901728,85.0,,2.0,MISSING,0,0,0,0.0,0,0.0,0,GOOD
35519000,235000.0,APARTMENT,Brussels,Brussels,1190,,,77.0,,2.0,MISSING,0,0,1,15.0,0,0.0,0,GOOD
30114000,318000.0,APARTMENT,Luxembourg,Arlon,6700,49.6923475,5.8072139,91.0,,2.0,INSTALLED,0,0,1,14.0,1,90.0,0,MISSING
71151000,205000.0,APARTMENT,Antwerp,Antwerp,2170,51.2408796,4.4421139,62.0,,2.0,INSTALLED,0,1,1,17.0,0,0.0,0,JUST_RENOVATED
11302000,424000.0,DUPLEX,Antwerp,Antwerp,2050,51.2335296,4.3821078,154.0,,,INSTALLED,0,1,1,30.0,0,0.0,0,GOOD
79055000,360000.0,APARTMENT,West Flanders,Oostend,8400,51.2076476,2.8697295,83.0,,,MISSING,0,0,1,21.0,0,0.0,0,GOOD
50259000,406000.0,APARTMENT,Limburg,Hasselt,3500,50.9371591,5.3355347,120.0,,,MISSING,0,0,1,49.0,0,0.0,0,MISSING
